File,Time,Size,
https://www.google-analytics.com/gtm/js?id=GTM-W5WSTVL&t=gtag_UA_5666662_6&cid=1685108898.1538429207&gac=_gaexp%3DGAX1.2.zEt4Wh5LQXCEotCyerxOsQ.17898.0,2750,21756,
https://www.google-analytics.com/plugins/ua/ec.js,2749,1759,
https://www.google.ca/pagead/1p-user-list/991584390/?random=1538438978234&cv=9&fst=1538438400000&num=1&label=ea2mCIqljgQQhsHp2AM&guid=ON&u_h=1080&u_w=1920&u_ah=1080&u_aw=1920&u_cd=24&u_his=3&u_tz=-420&u_java=false&u_nplug=1&u_nmime=2&sendb=1&frm=0&url=https%3A%2F%2Fwww.radioflyer.com%2Ffold-2-go-trike-1-bundle.html&ref=https%3A%2F%2Fwww.radioflyer.com%2Fshop%2Ftricycles.html&tiba=Fold%202%20Go%20Trike%20-%20Folding%20Tricycle%20%7C%20Radio%20Flyer&fmt=3&crd=CITQGw&cdct=2&is_vtc=1&random=98919569&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,3939,,
https://www.google.com/js/bg/bswyALwMtggYYsmuy3-mEUWqQOtt3NGX8E98FQWKbzo.js,257,5490,
https://www.google.com/pagead/1p-user-list/991584390/?random=1538438978234&cv=9&fst=1538438400000&num=1&label=ea2mCIqljgQQhsHp2AM&guid=ON&u_h=1080&u_w=1920&u_ah=1080&u_aw=1920&u_cd=24&u_his=3&u_tz=-420&u_java=false&u_nplug=1&u_nmime=2&sendb=1&frm=0&url=https%3A%2F%2Fwww.radioflyer.com%2Ffold-2-go-trike-1-bundle.html&ref=https%3A%2F%2Fwww.radioflyer.com%2Fshop%2Ftricycles.html&tiba=Fold%202%20Go%20Trike%20-%20Folding%20Tricycle%20%7C%20Radio%20Flyer&fmt=3&crd=CITQGw&cdct=2&is_vtc=1&random=98919569&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,3939,,
https://www.googleadservices.com/pagead/conversion.js,239,9260,
https://www.googletagmanager.com/gtag/js?id=UA-5666662-6,2232,,
https://www.googletagmanager.com/gtm.js?id=GTM-5BC343G,2233,,
https://www.radioflyer.com/fold-2-go-trike-1-bundle.html,0,-1,
https://www.radioflyer.com/magebirdpopup.php?rand=4885658&cc=USD&bc=USD&cs=$&cf=$1.00&storeId=1&previewId=0&templateId=0&nocache=1&popup_page_id=2&filterId=7512&ref=https%3A%2F%2Fwww.radioflyer.com%2Fshop%2Ftricycles.html&url=https%3A%2F%2Fwww.radioflyer.com%2Ffold-2-go-trike-1-bundle.html&baseUrl=https%3A%2F%2Fwww.radioflyer.com%2F&customParams=&cEnabled=true,0,-1,
https://www.radioflyer.com/media/wysiwyg/100/Closed-Arrow.png,565,26289,
https://www.radioflyer.com/media/wysiwyg/100/Open-Arrow.png,564,26319,
https://www.radioflyer.com/media/wysiwyg/american_flag.gif,278,538,
https://www.radioflyer.com/media/wysiwyg/canada_flag.gif,287,570,
https://www.radioflyer.com/media/wysiwyg/customize.png,275,2178,
https://www.radioflyer.com/media/wysiwyg/email-icon.png,528,716,
https://www.radioflyer.com/media/wysiwyg/facebook-bottom.png,527,1626,
https://www.radioflyer.com/media/wysiwyg/facebook-top.png,270,1209,
https://www.radioflyer.com/media/wysiwyg/instagram-bottom.png,527,2409,
https://www.radioflyer.com/media/wysiwyg/instagram-top.png,282,1505,
https://www.radioflyer.com/media/wysiwyg/linkedin-bottom.png,527,1711,
https://www.radioflyer.com/media/wysiwyg/linkedin-top.png,288,1249,
https://www.radioflyer.com/media/wysiwyg/minus.png,277,923,
https://www.radioflyer.com/media/wysiwyg/pinterest-bottom.png,527,2349,
https://www.radioflyer.com/media/wysiwyg/pinterest-top.png,286,1521,
https://www.radioflyer.com/media/wysiwyg/plus.png,275,857,
https://www.radioflyer.com/media/wysiwyg/twitter-bottom.png,528,1835,
https://www.radioflyer.com/media/wysiwyg/twitter-top.png,287,1277,
https://www.radioflyer.com/media/wysiwyg/youtube-top.png,284,1183,
https://www.radioflyer.com/skin/frontend/blank/buildawagon/images/buttons/Shopping-Cart.gif,288,655,
https://www.radioflyer.com/skin/frontend/blank/radioflyer/css/webfonts/241446_0_0.woff,528,22933,
https://www.radioflyer.com/skin/frontend/blank/radioflyer/css/webfonts/241446_2_0.woff,1204,23423,
https://www.radioflyer.com/skin/frontend/blank/radioflyer/css/webfonts/241446_3_0.woff,1262,33197,
https://www.radioflyer.com/skin/frontend/blank/radioflyer/css/webfonts/241446_4_0.woff,879,59545,
https://www.radioflyer.com/skin/frontend/blank/radioflyer/css/webfonts/423182/F86B48569803BB50B.css,2928,,
https://www.radioflyer.com/skin/frontend/blank/radioflyer/images/adobe_icon.gif,526,644,
https://www.radioflyer.com/skin/frontend/blank/radioflyer/images/buttons/cart.png,290,891,
https://www.radioflyer.com/skin/frontend/blank/radioflyer/images/footer/logomark.png,528,2023,
https://www.radioflyer.com/skin/frontend/blank/radioflyer/images/header/bg-x-long.gif,291,7607,
https://www.radioflyer.com/skin/frontend/blank/radioflyer/images/header/logo-new.gif,289,3686,
https://www.youtube.com/ad_data_204,0,,
https://www.youtube.com/embed/QQp_diBGGO0,0,-1,
https://www.youtube.com/youtubei/v1/log_event?alt=json&key=AIzaSyAO_FJ2SlqU8Q4STEHLGCilw_Y9_11qcW8,240,,
https://www.youtube.com/yts/cssbin/www-player-vfl4TScsb.css,3227,,
https://www.youtube.com/yts/jsbin/player-vfl07ioI6/en_US/base.js,5229,,
https://www.youtube.com/yts/jsbin/player-vfl07ioI6/en_US/remote.js,626,27695,
https://www.youtube.com/yts/jsbin/www-embed-player-vflcLB49u/www-embed-player.js,5647,,
